variable,group,value
Census Tract 2819,45min,2.725097408
Census Tract 3102,45min,2.908517354
Census Tract 3103,45min,2.525287895
Census Tract 3104,45min,2.227798396
Census Tract 3105,45min,1.835421759
Census Tract 4912,45min,1.881184999
Census Tract 4913,45min,1.71128374
Census Tract 4914,45min,3.040541509
Census Tract 5001,45min,2.52984553
Census Tract 5002,45min,2.099898405
Census Tract 5003,45min,4.096856915
Census Tract 5602,45min,2.724679298
Census Tract 5603,45min,4.103142162
Census Tract 5607,45min,4.631725819
Census Tract 5608,45min,7.402144124
Census Tract 5609,45min,7.131458936
Census Tract 5610,45min,7.180482228
Census Tract 8017.02,45min,6.882081699
Census Tract 8357,45min,7.207718153
Census Tract 103,45min,7.127713636
Census Tract 104,45min,5.16667313
Census Tract 106,45min,6.129057989
Census Tract 201,45min,3.97536319
Census Tract 2808,45min,3.875346036
Census Tract 4203,45min,6.369342547
Census Tract 8066,45min,3.169753988
Census Tract 8065.02,45min,3.224365887
Census Tract 8059.02,45min,3.111871165
Census Tract 1002,45min,6.873992666
Census Tract 8048.05,45min,6.873362348
Census Tract 202,45min,6.745748047
Census Tract 8042.02,45min,3.971458091
Census Tract 8047.01,45min,6.806320353
Census Tract 8036.05,45min,5.142311761
Census Tract 1302,45min,2.984957136
Census Tract 8043.06,45min,4.482074575
Census Tract 204,45min,4.894613234
Census Tract 802.02,45min,4.47132679
Census Tract 2402,45min,6.091957468
Census Tract 8241.05,45min,5.349033251
Census Tract 6118,45min,7.53145516
Census Tract 8299.01,45min,8.063371914
Census Tract 602,45min,7.527080274
Census Tract 2212,45min,8.158842388
Census Tract 8265,45min,8.123999904
Census Tract 8253.02,45min,7.551924493
Census Tract 8241.07,45min,8.136489678
Census Tract 8302.02,45min,8.062468476
Census Tract 612,45min,8.060026267
Census Tract 8082,45min,7.50403599
Census Tract 302,45min,8.295157232
Census Tract 303,45min,8.295157232
Census Tract 304,45min,7.960168831
Census Tract 309,45min,7.982396254
Census Tract 310,45min,8.283903796
Census Tract 8236.03,45min,8.146907007
Census Tract 8224,45min,8.35851211
Census Tract 8157.02,45min,8.220886322
Census Tract 6006,45min,8.384935224
Census Tract 8179,45min,8.390909911
Census Tract 8119,45min,8.61422729
Census Tract 4206,45min,8.867316188
Census Tract 1101,45min,9.074241669
Census Tract 314,45min,8.665434254
Census Tract 409,45min,8.726434645
Census Tract 502,45min,8.997861097
Census Tract 503,45min,8.199550715
Census Tract 8116,45min,8.19636399
Census Tract 8186,45min,8.301461306
Census Tract 8048.07,45min,8.289802567
Census Tract 8018,45min,8.265398175
Census Tract 8004,45min,7.50339747
Census Tract 717,45min,8.108144352
Census Tract 318,45min,8.029278765
Census Tract 8190,45min,8.307784951
Census Tract 8245.06,45min,8.364454224
Census Tract 8239.03,45min,8.212783127
Census Tract 8157.01,45min,8.361655346
Census Tract 8029,45min,8.7502348
Census Tract 317,45min,8.726550031
Census Tract 6104,45min,8.852756584
Census Tract 6714,45min,7.642053899
Census Tract 506,45min,7.723586976
Census Tract 505,45min,7.915651217
Census Tract 8239.04,45min,7.91482603
Census Tract 8201.03,45min,8.289864523
Census Tract 8058.01,45min,7.626228166
Census Tract 716,45min,7.690972035
Census Tract 8285.05,45min,8.274005233
Census Tract 8300.04,45min,8.36521139
Census Tract 8285.03,45min,8.244996146
Census Tract 8020.02,45min,8.280436983
Census Tract 8262.02,45min,8.63391749
Census Tract 4904,45min,8.682817413
Census Tract 8184.01,45min,8.715323102
Census Tract 8016.05,45min,8.643221871
Census Tract 8007,45min,8.362031663
Census Tract 623,45min,8.558228957
Census Tract 8231.02,45min,8.314924191
Census Tract 6304,45min,8.331601677
Census Tract 101,45min,8.268843227
Census Tract 8228.02,45min,8.186589789
Census Tract 8279.02,45min,8.2828984
Census Tract 8299.02,45min,7.997482533
Census Tract 8084,45min,6.673750522
Census Tract 6806,45min,6.616544654
Census Tract 8030.10,45min,7.412787854
Census Tract 8045.05,45min,7.509332599
Census Tract 8046.06,45min,7.075869177
Census Tract 8047.12,45min,7.336481795
Census Tract 8078,45min,6.696145184
Census Tract 8111,45min,7.082831231
Census Tract 305,45min,7.362828032
Census Tract 8288.01,45min,7.464852008
Census Tract 8205.01,45min,7.512274986
Census Tract 8147,45min,7.491819459
Census Tract 8191,45min,7.190017384
Census Tract 7705,45min,7.445937208
Census Tract 205,45min,7.536199367
Census Tract 813,45min,7.579786748
Census Tract 810,45min,7.625613439
Census Tract 1301,45min,7.604923588
Census Tract 1702,45min,9.124018902
Census Tract 1703,45min,8.851593793
Census Tract 1704,45min,8.618704311
Census Tract 1705,45min,8.610138072
Census Tract 1706,45min,8.813306284
Census Tract 1707,45min,8.936496044
Census Tract 1708,45min,8.532819206
Census Tract 2514,45min,8.969894482
Census Tract 2603,45min,8.926107636
Census Tract 2605,45min,8.636997533
Census Tract 2606,45min,8.730084562
Census Tract 2607,45min,9.322501581
Census Tract 2608,45min,8.609720256
Census Tract 507,45min,8.786478709
Census Tract 509,45min,8.891000994
Census Tract 510,45min,8.85627105
Census Tract 511,45min,9.125240155
Census Tract 512,45min,8.968827816
Census Tract 1709,45min,9.189637891
Census Tract 1710,45min,9.44153662
Census Tract 1711,45min,9.065018287
Census Tract 1801,45min,9.212272056
Census Tract 1901,45min,8.567251434
Census Tract 2222,45min,9.053277698
Census Tract 2225,45min,9.207964844
Census Tract 2226,45min,9.211275738
Census Tract 2515,45min,8.772872168
Census Tract 2516,45min,8.744924382
Census Tract 2517,45min,8.866270628
Census Tract 2518,45min,9.219544097
Census Tract 2519,45min,9.319801034
Census Tract 2520,45min,9.259031604
Census Tract 1303,45min,9.320115993
Census Tract 1902,45min,9.250240691
Census Tract 1903,45min,9.294478828
Census Tract 1908,45min,9.242803885
Census Tract 2601,45min,9.059149036
Census Tract 2602,45min,9.249538272
Census Tract 5301,45min,8.95932997
Census Tract 618,45min,9.00818301
Census Tract 8282.01,45min,8.899529397
Census Tract 8250,45min,9.106193217
Census Tract 8243,45min,9.277605294
Census Tract 8246.01,45min,9.357492195
Census Tract 8185,45min,9.217954726
Census Tract 8234,45min,8.744547022
Census Tract 8215,45min,8.870815377
Census Tract 4102,45min,8.987474682
Census Tract 8036.06,45min,8.908890735
Census Tract 2229,45min,8.348757163
Census Tract 2410,45min,8.347695358
Census Tract 8254,45min,8.49568583
Census Tract 8300.05,45min,8.97721785
Census Tract 8245.05,45min,9.261764478
Census Tract 8248,45min,9.008936388
Census Tract 8036.08,45min,8.907566941
Census Tract 1909,45min,9.108180922
Census Tract 1912,45min,8.876723466
Census Tract 2001,45min,8.751488481
Census Tract 2002,45min,8.776284689
Census Tract 2003,45min,8.663950097
Census Tract 2227,45min,8.226938234
Census Tract 2301,45min,8.948336654
Census Tract 2302,45min,8.91279161
Census Tract 2303,45min,8.763402803
Census Tract 2304,45min,8.583490697
Census Tract 2305,45min,9.318104888
Census Tract 3511,45min,9.411671791
Census Tract 8275,45min,9.549981548
Census Tract 8076,45min,9.123437558
Census Tract 8042.01,45min,8.771392674
Census Tract 8262.01,45min,8.90446608
Census Tract 8230.01,45min,8.798196933
Census Tract 8202.01,45min,9.375518919
Census Tract 8202.02,45min,9.366366038
Census Tract 6117,45min,9.453593742
Census Tract 5502,45min,9.790430642
Census Tract 8197,45min,9.16089125
Census Tract 3005,45min,9.163889291
Census Tract 8161,45min,9.488157411
Census Tract 8187,45min,9.205394611
Census Tract 8173,45min,9.063941626
Census Tract 3815,45min,8.944721209
Census Tract 4205,45min,8.957161166
Census Tract 8115,45min,9.097887441
Census Tract 815,45min,9.700416045
Census Tract 816,45min,9.813078341
Census Tract 817,45min,9.347409851
Census Tract 818,45min,8.973763919
Census Tract 819,45min,9.2739039
Census Tract 2228,45min,9.412990252
Census Tract 508,45min,9.5520066
Census Tract 2101,45min,9.576658076
Census Tract 2104,45min,9.398825338
Census Tract 2307,45min,9.308455673
Census Tract 2308,45min,8.188888879
Census Tract 2309,45min,8.650966325
Census Tract 8205.02,45min,8.632641229
Census Tract 8209.01,45min,9.097378337
Census Tract 8232,45min,9.224690094
Census Tract 8233.04,45min,8.377801852
Census Tract 8207,45min,8.801381991
Census Tract 8226.02,45min,8.830473126
Census Tract 6705,45min,8.62617592
Census Tract 8201.04,45min,9.395833093
Census Tract 5808,45min,8.984746845
Census Tract 8051.09,45min,8.847929015
Census Tract 8118,45min,9.312950099
Census Tract 3807,45min,8.687362878
Census Tract 7703,45min,8.824416809
Census Tract 8046.03,45min,9.085029308
Census Tract 1201,45min,8.832589859
Census Tract 2306,45min,8.808088593
Census Tract 2423,45min,8.710534633
Census Tract 2422,45min,8.871618195
Census Tract 321,45min,8.533445075
Census Tract 8283,45min,8.587302271
Census Tract 8249,45min,8.404581539
Census Tract 8278.01,45min,8.20281386
Census Tract 8015,45min,8.206862422
Census Tract 8060.02,45min,8.550196345
Census Tract 8117.01,45min,8.535877366
Census Tract 8238.03,45min,8.126188113
Census Tract 8208,45min,8.059133026
Census Tract 3008,45min,8.197745489
Census Tract 609,45min,8.181241439
Census Tract 610,45min,7.890750043
Census Tract 2107,45min,7.665947469
Census Tract 8175,45min,7.890750043
Census Tract 8183,45min,7.590082214
Census Tract 2916,45min,7.582738164
Census Tract 4004,45min,7.515707319
Census Tract 8165,45min,7.49936518
Census Tract 8057.01,45min,7.373418286
Census Tract 8048.03,45min,7.525687748
Census Tract 1911,45min,7.525687748
Census Tract 8041.05,45min,6.563899475
Census Tract 8047.05,45min,7.350353769
Census Tract 8036.03,45min,7.425881625
Census Tract 8201.01,45min,7.438520303
Census Tract 622,45min,7.274285838
Census Tract 6112,45min,7.403587117
Census Tract 3009,45min,7.610190926
Census Tract 611,45min,7.482107229
Census Tract 615,45min,7.759089091
Census Tract 620,45min,7.4322622
Census Tract 621,45min,7.758720208
Census Tract 8238.01,45min,8.079248757
Census Tract 8279.01,45min,7.808549825
Census Tract 8295,45min,7.241014022
Census Tract 902,45min,6.971439881
Census Tract 901,45min,7.247766791
Census Tract 8291,45min,7.025948795
Census Tract 8245.03,45min,6.915596825
Census Tract 8241.06,45min,6.822914627
Census Tract 8016.08,45min,8.029139911
Census Tract 8059.01,45min,7.499124631
Census Tract 8264.01,45min,6.325359843
Census Tract 2604,45min,7.430560514
Census Tract 8041.02,45min,6.875874043
Census Tract 3515,45min,6.48432088
Census Tract 8112,45min,7.020629545
Census Tract 7708,45min,6.889496296
Census Tract 8026.05,45min,7.14336503
Census Tract 8043.05,45min,7.333002383
Census Tract 8038,45min,7.355678914
Census Tract 2108,45min,6.324595161
Census Tract 2109,45min,7.012903815
Census Tract 8039.01,45min,6.174923798
Census Tract 8016.01,45min,6.212850274
Census Tract 8036.10,45min,7.802363404
Census Tract 8009,45min,8.098751789
Census Tract 811,45min,8.142223975
Census Tract 630,45min,7.968390246
Census Tract 2412,45min,6.252750102
Census Tract 312,45min,7.462766764
Census Tract 625,45min,7.151429239
Census Tract 626,45min,7.476450071
Census Tract 627,45min,6.901267954
Census Tract 628,45min,6.100879904
Census Tract 629,45min,6.163224457
Census Tract 624,45min,3.89214633
Census Tract 631,45min,3.885367898
Census Tract 632,45min,5.497887132
Census Tract 634,45min,2.802917902
Census Tract 903,45min,5.413672534
Census Tract 8370,45min,4.969493834
Census Tract 8045.08,45min,4.662399838
Census Tract 7709.01,45min,3.316089456
Census Tract 8324,45min,2.868995122
Census Tract 8329,45min,2.868995122
Census Tract 8403,45min,5.484698664
Census Tract 8238.05,45min,5.552112418
Census Tract 8386,45min,2.427269164
Census Tract 8396,45min,1.85520904
Census Tract 8349,45min,2.039855881
Census Tract 306.03,45min,3.606866025
Census Tract 8322,45min,3.241655464
Census Tract 8367,45min,4.357905477
Census Tract 8368,45min,6.801212838
Census Tract 8366,45min,6.571913821
Census Tract 8330,45min,5.943721852
Census Tract 8425,45min,5.643214877
Census Tract 8418,45min,4.312054151
Census Tract 8428,45min,5.29050022
Census Tract 8438,45min,6.72885265
Census Tract 8410,45min,6.660385414
Census Tract 8365,45min,6.807780505
Census Tract 8439,45min,7.017265754
Census Tract 8342,45min,7.398086761
Census Tract 8422,45min,6.715324795
Census Tract 8380,45min,6.638301983
Census Tract 107.02,45min,6.150919619
Census Tract 105.03,45min,5.726890239
Census Tract 105.02,45min,5.174490282
Census Tract 107.01,45min,2.980722486
Census Tract 209.02,45min,3.084717354
Census Tract 203.02,45min,5.887336599
Census Tract 206.01,45min,5.985614733
Census Tract 203.01,45min,5.561244146
Census Tract 7608.03,45min,5.586783257
Census Tract 5305.01,45min,6.802890583
Census Tract 5305.03,45min,5.898773495
Census Tract 6503.01,45min,6.972097696
Census Tract 6503.02,45min,6.915507448
Census Tract 5305.02,45min,7.091586922
Census Tract 8036.11,45min,6.036925351
Census Tract 8313,45min,5.798559865
Census Tract 8314,45min,5.466767056
Census Tract 8404,45min,6.940868369
Census Tract 8424,45min,5.529349759
Census Tract 8321,45min,6.928376685
Census Tract 208.02,45min,6.911995315
Census Tract 207.02,45min,7.240085972
Census Tract 208.01,45min,7.18370159
Census Tract 402.02,45min,7.17612003
Census Tract 402.01,45min,6.426538368
Census Tract 404.02,45min,6.421427015
Census Tract 315.01,45min,6.356887668
Census Tract 812.01,45min,6.839891159
Census Tract 633.01,45min,7.240701044
Census Tract 4909.01,45min,7.012733261
Census Tract 4909.02,45min,6.810359044
Census Tract 3018.01,45min,6.810359044
Census Tract 7003.01,45min,6.118141272
Census Tract 3017.02,45min,6.500311765
Census Tract 7004.01,45min,6.989239984
Census Tract 8036.12,45min,6.451384878
Census Tract 8037.02,45min,6.735359892
Census Tract 8047.13,45min,6.556641331
Census Tract 8043.09,45min,6.599472035
Census Tract 8045.10,45min,7.107260947
Census Tract 8371,45min,6.255879779
Census Tract 8374,45min,5.947678128
Census Tract 8378,45min,5.909388716
Census Tract 8373,45min,5.491189482
Census Tract 8415,45min,5.476065779
Census Tract 8387,45min,4.880091039
Census Tract 1505.01,45min,6.151073293
Census Tract 1504.01,45min,5.981553851
Census Tract 1505.02,45min,5.409469519
Census Tract 1105.02,45min,6.325172751
Census Tract 1504.02,45min,5.606261697
Census Tract 1403.02,45min,5.502724202
Census Tract 1403.01,45min,5.502724202
Census Tract 7003.02,45min,4.541740309
Census Tract 5805.01,45min,3.711289284
Census Tract 5805.02,45min,5.464768032
Census Tract 7302.01,45min,5.464768032
Census Tract 3018.02,45min,5.794309159
Census Tract 4401.01,45min,6.320314503
Census Tract 3017.01,45min,5.464768032
Census Tract 8045.09,45min,5.464768032
Census Tract 8045.11,45min,5.464768032
Census Tract 8046.09,45min,5.802430228
Census Tract 8046.08,45min,5.67982948
Census Tract 8062.02,45min,5.464768032
Census Tract 8391,45min,5.464768032
Census Tract 8331,45min,2.192631157
Census Tract 8381,45min,2.192631157
Census Tract 8333,45min,2.192631157
Census Tract 8382,45min,5.67982948
Census Tract 1407.02,45min,5.67982948
Census Tract 1406.02,45min,5.67982948
Census Tract 1407.01,45min,5.430930612
Census Tract 1605.02,45min,6.693778702
Census Tract 1606.02,45min,5.430930612
Census Tract 1510.02,45min,4.037064486
Census Tract 1510.01,45min,4.037064486
Census Tract 1904.02,45min,4.037064486
Census Tract 4313.01,45min,2.192631157
Census Tract 4313.02,45min,2.192631157
Census Tract 4603.02,45min,2.192631157
Census Tract 4603.01,45min,4.037064486
Census Tract 7005.01,45min,2.192631157
Census Tract 7005.02,45min,2.192631157
Census Tract 2106.01,45min,2.192631157
Census Tract 8123.02,45min,2.192631157
Census Tract 8128.02,45min,2.192631157
Census Tract 8128.01,45min,8.806557336
Census Tract 8123.01,45min,7.870061617
Census Tract 8138.02,45min,8.356898616
Census Tract 8137.01,45min,8.695563533
Census Tract 8206.03,45min,9.413396556
Census Tract 8411,45min,9.453142775
Census Tract 8402,45min,9.142336584
Census Tract 8413,45min,8.803544747
Census Tract 8407,45min,9.109324962
Census Tract 8416,45min,9.393667979
Census Tract 8417,45min,8.744592821
Census Tract 1906.02,45min,8.801705318
Census Tract 1904.01,45min,8.940972509
Census Tract 1907.02,45min,8.677894845
Census Tract 1913.02,45min,8.97202025
Census Tract 1906.01,45min,8.454798884
