variable,group,value
Census Tract 8169,60min,7.918023666
Census Tract 8170,60min,7.921990738
Census Tract 8171.01,60min,7.898280059
Census Tract 8171.02,60min,7.918023666
Census Tract 8258.01,60min,7.921990738
Census Tract 8258.02,60min,7.918023666
Census Tract 8258.03,60min,7.922989019
Census Tract 8259,60min,7.923265285
Census Tract 8260,60min,7.923265285
Census Tract 3801,60min,7.923265285
Census Tract 3802,60min,7.898280059
Census Tract 4312,60min,7.921990738
Census Tract 4314,60min,8.099108243
Census Tract 8039.02,60min,7.923265285
Census Tract 8040,60min,7.923265285
Census Tract 8041.04,60min,8.099108243
Census Tract 8101,60min,8.099108243
Census Tract 8102,60min,8.101531698
Census Tract 8103.01,60min,8.099108243
Census Tract 501,60min,7.923265285
Census Tract 6108,60min,7.923265285
Census Tract 6110,60min,7.923265285
Census Tract 6111,60min,7.922989019
Census Tract 6113,60min,7.923265285
Census Tract 6114,60min,7.922989019
Census Tract 6115,60min,8.099108243
Census Tract 6119,60min,8.099108243
Census Tract 6812,60min,8.099108243
Census Tract 8103.02,60min,8.099108243
Census Tract 8104,60min,8.099108243
Census Tract 8107.01,60min,8.101531698
Census Tract 8107.02,60min,8.102356105
Census Tract 8106,60min,8.102356105
Census Tract 8172,60min,8.102356105
Census Tract 8174,60min,8.102356105
Census Tract 8176,60min,8.102356105
Census Tract 6912,60min,8.102356105
Census Tract 6911,60min,8.102356105
Census Tract 7301,60min,8.102356105
Census Tract 7303,60min,8.102356105
Census Tract 7304,60min,8.102356105
Census Tract 8177,60min,8.102356105
Census Tract 8181,60min,8.101531698
Census Tract 8261,60min,8.102356105
Census Tract 8263.01,60min,8.102356105
Census Tract 8263.03,60min,8.102356105
Census Tract 8263.04,60min,8.101531698
Census Tract 7305,60min,8.099108243
Census Tract 7306,60min,8.099108243
Census Tract 8028.01,60min,8.099108243
Census Tract 3805,60min,8.101531698
Census Tract 3812,60min,8.102356105
Census Tract 3814,60min,8.102356105
Census Tract 4403,60min,8.099108243
Census Tract 8047.06,60min,8.101531698
Census Tract 8047.10,60min,8.102356105
Census Tract 8108,60min,8.099108243
Census Tract 8109,60min,8.102356105
Census Tract 8110,60min,8.102356105
Census Tract 6120,60min,8.102356105
Census Tract 6121,60min,8.102356105
Census Tract 6201,60min,8.102356105
Census Tract 6202,60min,8.102356105
Census Tract 6203,60min,8.102356105
Census Tract 6204,60min,8.102356105
Census Tract 6301,60min,8.102356105
Census Tract 8105.01,60min,8.102356105
Census Tract 8105.02,60min,8.101531698
Census Tract 8122,60min,8.102356105
Census Tract 8182,60min,8.102356105
Census Tract 8184.02,60min,8.102356105
Census Tract 8188,60min,8.054744391
Census Tract 8189,60min,8.102356105
Census Tract 8264.02,60min,8.102356105
Census Tract 8266,60min,8.102356105
Census Tract 8267,60min,8.102356105
Census Tract 8269.01,60min,8.102356105
Census Tract 8269.02,60min,8.102356105
Census Tract 7307,60min,8.102356105
Census Tract 7401,60min,8.102356105
Census Tract 7402,60min,8.102356105
Census Tract 7403,60min,8.102356105
Census Tract 7404,60min,8.102356105
Census Tract 8030.05,60min,8.102356105
Census Tract 8030.07,60min,8.102356105
Census Tract 3818,60min,8.102356105
Census Tract 3819,60min,8.102356105
Census Tract 3901,60min,8.102356105
Census Tract 3902,60min,8.102356105
Census Tract 3903,60min,8.102356105
Census Tract 3904,60min,8.102356105
Census Tract 3905,60min,8.102356105
Census Tract 3906,60min,8.102356105
Census Tract 3907,60min,8.101778201
Census Tract 8047.11,60min,8.102356105
Census Tract 8048.06,60min,8.102356105
Census Tract 8048.08,60min,8.102356105
Census Tract 8048.09,60min,8.102356105
Census Tract 8124,60min,8.102356105
Census Tract 8125,60min,8.101585642
Census Tract 4406,60min,8.102356105
Census Tract 4409,60min,8.102356105
Census Tract 4407,60min,8.099080848
Census Tract 4408,60min,8.102356105
Census Tract 8193,60min,8.102356105
Census Tract 8194,60min,8.094458017
Census Tract 8195,60min,8.102356105
Census Tract 6309,60min,8.102356105
Census Tract 6303,60min,8.102356105
Census Tract 6305,60min,7.905993465
Census Tract 6308,60min,7.977701151
Census Tract 6401,60min,7.984091677
Census Tract 6403,60min,7.991909096
Census Tract 8196,60min,7.982864384
Census Tract 8270,60min,7.992457238
Census Tract 8271,60min,7.990079318
Census Tract 3817,60min,7.990079318
Census Tract 8272,60min,7.992733504
Census Tract 8273,60min,7.98925491
Census Tract 7501,60min,7.989485642
Census Tract 7502,60min,8.101531698
Census Tract 7503,60min,7.992733504
Census Tract 7504,60min,8.101531698
Census Tract 7505,60min,8.097948975
Census Tract 8049.01,60min,8.099108243
Census Tract 8049.02,60min,7.89927834
Census Tract 8050.01,60min,7.923265285
Census Tract 8050.02,60min,7.923265285
Census Tract 1001,60min,8.102356105
Census Tract 1003,60min,7.922989019
Census Tract 1401,60min,7.900676951
Census Tract 1402,60min,7.922989019
Census Tract 1404,60min,7.923265285
Census Tract 1405,60min,8.099108243
Census Tract 8008,60min,8.099108243
Census Tract 2427,60min,7.923265285
Census Tract 702,60min,8.099108243
Census Tract 703,60min,8.101531698
Census Tract 704,60min,8.102356105
Census Tract 705,60min,8.099108243
Census Tract 706,60min,8.099108243
Census Tract 707,60min,8.101531698
Census Tract 1004,60min,8.099108243
Census Tract 1006,60min,8.101531698
Census Tract 1007,60min,8.099108243
Census Tract 1102,60min,7.923265285
Census Tract 1502,60min,7.923265285
Census Tract 1503,60min,7.922989019
Census Tract 1408,60min,7.922989019
Census Tract 2312,60min,7.923265285
Census Tract 2311,60min,7.923265285
Census Tract 2424,60min,8.099108243
Census Tract 2425,60min,7.989485642
Census Tract 1202,60min,8.102356105
Census Tract 1203,60min,7.923265285
Census Tract 1204,60min,7.919021947
Census Tract 2315,60min,8.102356105
Census Tract 711,60min,8.102356105
Census Tract 710,60min,8.102356105
Census Tract 712,60min,8.102356105
Census Tract 713,60min,8.102356105
Census Tract 1103,60min,8.102356105
Census Tract 2203,60min,8.099108243
Census Tract 2204,60min,8.102356105
Census Tract 2205,60min,8.102356105
Census Tract 2403,60min,8.102356105
Census Tract 2405,60min,8.102356105
Census Tract 604,60min,8.102356105
Census Tract 605,60min,8.102356105
Census Tract 2408,60min,8.099108243
Census Tract 2406,60min,8.102356105
Census Tract 2407,60min,7.909355155
Census Tract 2409,60min,7.922989019
Census Tract 2426,60min,7.983727411
Census Tract 8031,60min,7.984916085
Census Tract 3106,60min,7.9805262
Census Tract 3107,60min,7.977156169
Census Tract 3108,60min,7.976331761
Census Tract 206.02,60min,7.977156169
Census Tract 3109,60min,7.977156169
Census Tract 5101,60min,7.984916085
Census Tract 5102,60min,7.916644027
Census Tract 5611,60min,7.977156169
Census Tract 1907.01,60min,7.992733504
Census Tract 209.01,60min,7.992733504
Census Tract 102.02,60min,7.989209376
Census Tract 5701,60min,7.975575512
Census Tract 5702,60min,7.916644027
Census Tract 5703,60min,7.981668223
Census Tract 5704,60min,7.981668223
Census Tract 5705,60min,7.990079318
Census Tract 6904,60min,7.990079318
Census Tract 6913,60min,7.992457238
Census Tract 6914,60min,7.992733504
Census Tract 6915,60min,7.992733504
Census Tract 3201,60min,7.992457238
Census Tract 7105,60min,7.992457238
Census Tract 3204,60min,7.984916085
Census Tract 5801,60min,7.986975273
Census Tract 5802,60min,8.102356105
Census Tract 5803,60min,8.102356105
Census Tract 5804,60min,8.102356105
Census Tract 5806,60min,7.992733504
Census Tract 5807,60min,8.102356105
Census Tract 6813,60min,8.102356105
Census Tract 6814,60min,8.102356105
Census Tract 6903,60min,8.102356105
Census Tract 6905,60min,8.102356105
Census Tract 6909,60min,8.102356105
Census Tract 6910,60min,8.102356105
Census Tract 7001,60min,8.102356105
Census Tract 7002,60min,8.102356105
Census Tract 3206,60min,8.102356105
Census Tract 3301,60min,8.102356105
Census Tract 3302,60min,8.102356105
Census Tract 5905,60min,8.102356105
Census Tract 5906,60min,8.102356105
Census Tract 6712,60min,8.102356105
Census Tract 6711,60min,8.102356105
Census Tract 6713,60min,8.102356105
Census Tract 6715,60min,8.102356105
Census Tract 6716,60min,8.102356105
Census Tract 6718,60min,8.102356105
Census Tract 6719,60min,8.102356105
Census Tract 7101,60min,8.102356105
Census Tract 7102,60min,8.102356105
Census Tract 7104,60min,8.102356105
Census Tract 4303,60min,8.102356105
Census Tract 7106,60min,8.102356105
Census Tract 7108,60min,8.102356105
Census Tract 3403,60min,8.102356105
Census Tract 3405,60min,8.102356105
Census Tract 3406,60min,8.102356105
Census Tract 4302,60min,8.102356105
Census Tract 5103,60min,8.102356105
Census Tract 5201,60min,8.102356105
Census Tract 5907,60min,8.102356105
Census Tract 6004,60min,8.102356105
Census Tract 8241.15,60min,8.102356105
Census Tract 8253.03,60min,8.102356105
Census Tract 8300.07,60min,8.102356105
Census Tract 8138.01,60min,8.102356105
Census Tract 8306,60min,8.102356105
Census Tract 8308,60min,8.102356105
Census Tract 8307,60min,8.102356105
Census Tract 8309,60min,8.102356105
Census Tract 8352,60min,8.102356105
Census Tract 8399,60min,8.102356105
Census Tract 8397,60min,8.102356105
Census Tract 8398,60min,8.102356105
Census Tract 8348,60min,8.102356105
Census Tract 8347,60min,8.102356105
Census Tract 8320,60min,8.102356105
Census Tract 8325,60min,8.102356105
Census Tract 8323,60min,8.102356105
Census Tract 8383,60min,8.102356105
Census Tract 8318,60min,8.102356105
Census Tract 8317,60min,8.102356105
Census Tract 8351,60min,8.102356105
Census Tract 8350,60min,8.102356105
Census Tract 8437,60min,8.102356105
Census Tract 2207.02,60min,8.102356105
Census Tract 8421,60min,8.102356105
Census Tract 8433,60min,8.102356105
Census Tract 8241.23,60min,8.102356105
Census Tract 8044.05,60min,8.102356105
Census Tract 8311,60min,8.102356105
Census Tract 8315,60min,8.102356105
Census Tract 8316,60min,8.102356105
Census Tract 8312,60min,8.102356105
Census Tract 8310,60min,8.102356105
Census Tract 8430,60min,8.102356105
Census Tract 8431,60min,8.102356105
Census Tract 8429,60min,8.102356105
Census Tract 8435,60min,8.102356105
Census Tract 8420,60min,8.102356105
Census Tract 8080.02,60min,8.102356105
Census Tract 301.01,60min,7.992733504
Census Tract 307.01,60min,7.992457238
Census Tract 701.03,60min,7.992457238
Census Tract 8071,60min,7.987294005
Census Tract 8072,60min,7.992457238
Census Tract 8073,60min,7.992457238
Census Tract 8074,60min,7.992733504
Census Tract 8075,60min,8.102356105
Census Tract 8077,60min,8.102356105
Census Tract 8079,60min,7.992733504
Census Tract 8080.01,60min,7.992733504
Census Tract 8043.11,60min,8.102356105
Census Tract 8083.01,60min,8.102356105
Census Tract 8083.02,60min,8.102356105
Census Tract 8086,60min,8.102356105
Census Tract 8087.02,60min,8.102356105
Census Tract 7702.02,60min,8.102356105
Census Tract 7706.02,60min,8.102356105
Census Tract 8061.04,60min,8.102356105
Census Tract 8025.06,60min,8.102356105
Census Tract 8025.05,60min,8.102356105
Census Tract 8024.04,60min,8.102356105
Census Tract 8030.17,60min,8.102356105
Census Tract 8047.14,60min,8.102356105
Census Tract 8043.10,60min,8.102356105
Census Tract 8044.03,60min,8.102356105
Census Tract 8206.06,60min,8.102356105
Census Tract 8044.06,60min,8.102356105
Census Tract 8047.16,60min,8.102356105
Census Tract 8062.01,60min,8.102356105
Census Tract 8206.04,60min,8.102356105
Census Tract 8241.16,60min,8.102356105
Census Tract 8240.05,60min,8.102356105
Census Tract 8241.14,60min,8.102356105
Census Tract 8238.06,60min,8.102356105
Census Tract 8240.03,60min,8.102356105
Census Tract 8241.22,60min,8.102356105
Census Tract 8241.17,60min,8.102356105
Census Tract 8319,60min,8.102356105
Census Tract 8045.06,60min,8.102356105
Census Tract 8241.19,60min,8.102356105
Census Tract 8241.20,60min,8.102356105
Census Tract 8395,60min,8.102356105
Census Tract 8326,60min,8.102356105
Census Tract 8369,60min,8.102356105
Census Tract 8412,60min,8.102356105
Census Tract 8419,60min,8.102356105
Census Tract 8358,60min,8.102356105
Census Tract 8388,60min,8.102356105
Census Tract 8423,60min,8.102356105
Census Tract 8155,60min,8.102356105
Census Tract 8432,60min,8.102356105
Census Tract 8434,60min,8.102356105
Census Tract 8426,60min,8.102356105
Census Tract 8032,60min,8.102356105
Census Tract 8033,60min,8.102356105
Census Tract 8089,60min,8.088764619
Census Tract 8090,60min,8.077718195
Census Tract 3018.03,60min,8.077718195
Census Tract 8091,60min,8.077718195
Census Tract 8092,60min,8.101357824
Census Tract 8093,60min,8.077718195
Census Tract 2210,60min,8.088764619
Census Tract 2211,60min,8.077718195
Census Tract 2428,60min,8.102356105
Census Tract 2429,60min,8.102356105
Census Tract 2430,60min,8.102356105
Census Tract 2431,60min,8.102356105
Census Tract 2432,60min,8.102356105
Census Tract 2433,60min,8.102356105
Census Tract 2434,60min,8.102356105
Census Tract 714,60min,8.101357824
Census Tract 1104,60min,8.102356105
Census Tract 1506,60min,8.102356105
Census Tract 1507,60min,8.101357824
Census Tract 1508,60min,8.101357824
Census Tract 1511,60min,8.102356105
Census Tract 1512,60min,8.102356105
Census Tract 2415,60min,8.101357824
Census Tract 2411,60min,8.101357824
Census Tract 2416,60min,8.101357824
Census Tract 2413,60min,8.102356105
Census Tract 2414,60min,8.101357824
Census Tract 2435,60min,8.101357824
Census Tract 2502,60min,8.101056517
Census Tract 2503,60min,8.101056517
Census Tract 2504,60min,8.101056517
Census Tract 2505,60min,8.101056517
Census Tract 715,60min,8.101357824
Census Tract 718,60min,8.101357824
Census Tract 801,60min,8.087465031
Census Tract 803,60min,8.087465031
Census Tract 804,60min,8.101056517
Census Tract 1601,60min,8.101357824
Census Tract 1602,60min,8.101056517
Census Tract 1603,60min,8.101056517
Census Tract 1604,60min,8.101056517
Census Tract 1607,60min,8.101056517
Census Tract 2213,60min,8.101056517
Census Tract 2215,60min,8.077416889
Census Tract 2214,60min,8.071434687
Census Tract 2506,60min,8.071434687
Census Tract 2507,60min,8.072781721
Census Tract 2508,60min,8.073584323
Census Tract 2510,60min,8.071434687
Census Tract 2511,60min,8.068040998
Census Tract 514,60min,8.056206707
Census Tract 601,60min,8.097113303
Census Tract 603,60min,8.073584323
Census Tract 608,60min,8.087465031
Census Tract 1608,60min,8.073584323
Census Tract 1609,60min,8.051410274
Census Tract 1610,60min,8.053372463
Census Tract 1611,60min,8.053372463
Census Tract 1612,60min,8.053372463
Census Tract 1613,60min,8.053372463
Census Tract 1701,60min,8.053372463
Census Tract 2216,60min,8.053372463
Census Tract 2421,60min,8.053372463
Census Tract 2420,60min,8.053372463
Census Tract 2512,60min,8.053372463
Census Tract 2513,60min,8.028908854
Census Tract 513,60min,8.033170973
Census Tract 6007,60min,8.053372463
Census Tract 6009,60min,8.053372463
Census Tract 8212,60min,8.053372463
Census Tract 6720,60min,8.071434687
Census Tract 7109,60min,8.053372463
Census Tract 7110,60min,8.053372463
Census Tract 7111,60min,8.068040998
Census Tract 7112,60min,7.865704151
Census Tract 7115,60min,7.852422474
Census Tract 7113,60min,7.863448455
Census Tract 7114,60min,8.017095104
Census Tract 2705,60min,8.053372463
Census Tract 2712,60min,7.869398002
Census Tract 2713,60min,7.851952308
Census Tract 2714,60min,7.851952308
Census Tract 3501,60min,7.857632389
Census Tract 3504,60min,8.01661154
Census Tract 3510,60min,7.859337236
Census Tract 3514,60min,7.846468802
Census Tract 3602,60min,7.851952308
Census Tract 8139,60min,7.794514904
Census Tract 8226.01,60min,8.033170973
Census Tract 8227.01,60min,7.875491311
Census Tract 8227.02,60min,8.053372463
Census Tract 8228.01,60min,8.033170973
Census Tract 8230.02,60min,8.053372463
Census Tract 8140,60min,8.053372463
Census Tract 8141,60min,8.031974579
Census Tract 8142,60min,7.865704151
Census Tract 8143,60min,8.01661154
Census Tract 8144,60min,8.017095104
Census Tract 8231.01,60min,7.794089324
Census Tract 8233.02,60min,7.840996001
Census Tract 8233.03,60min,7.859337236
Census Tract 8235,60min,7.844725846
Census Tract 8145,60min,7.859337236
Census Tract 8146,60min,8.017095104
Census Tract 8148,60min,7.870885109
Census Tract 8149,60min,7.857632389
Census Tract 8150,60min,7.875491311
Census Tract 8151,60min,7.806940924
Census Tract 8236.02,60min,8.017095104
Census Tract 8236.04,60min,7.851952308
Census Tract 8236.05,60min,7.844725846
Census Tract 8237.02,60min,7.859337236
Census Tract 1605.01,60min,8.016843597
Census Tract 8152,60min,8.029663544
Census Tract 8153,60min,8.017095104
Census Tract 8154,60min,8.017095104
Census Tract 8237.04,60min,8.033170973
Census Tract 8237.05,60min,8.029159828
Census Tract 8241.08,60min,8.015920068
Census Tract 8158,60min,7.808081192
Census Tract 8159,60min,7.852422474
Census Tract 8160,60min,7.851952308
Census Tract 8162,60min,7.819080802
Census Tract 8245.07,60min,7.744052108
Census Tract 8246.02,60min,7.794514904
Census Tract 8247.01,60min,7.760950931
Census Tract 8247.02,60min,7.806940924
Census Tract 8252,60min,7.770957448
Census Tract 401,60min,7.784200228
Census Tract 403,60min,7.851952308
Census Tract 8163,60min,7.844725846
Census Tract 8164.01,60min,7.770957448
Census Tract 8164.02,60min,7.795164135
Census Tract 8166,60min,7.794950177
Census Tract 8167,60min,7.770957448
Census Tract 8255.03,60min,7.819080802
Census Tract 8255.04,60min,7.709750533
Census Tract 8255.05,60min,7.709750533
Census Tract 8257,60min,7.730331101
Census Tract 6603.01,60min,7.709750533
Census Tract 2207.01,60min,7.727354116
Census Tract 633.02,60min,7.667900542
Census Tract 2522.01,60min,7.652326254
Census Tract 6603.02,60min,7.672869383
Census Tract 7302.02,60min,7.676784709
Census Tract 8133.02,60min,7.700919972
Census Tract 8137.02,60min,7.649153779
Census Tract 8133.01,60min,7.682777591
Census Tract 8024.03,60min,6.910872797
Census Tract 8030.16,60min,7.298165781
Census Tract 8037.01,60min,8.077718195
Census Tract 8041.08,60min,8.076886701
Census Tract 8047.15,60min,8.076886701
Census Tract 8356,60min,8.076886701
Census Tract 8400,60min,8.055013411
Census Tract 8364,60min,8.076886701
Census Tract 8361,60min,8.077718195
Census Tract 8346,60min,8.077718195
Census Tract 8436,60min,8.076585394
Census Tract 619.02,60min,8.077416889
Census Tract 301.02,60min,8.077416889
Census Tract 301.03,60min,8.075214901
Census Tract 307.06,60min,8.075214901
Census Tract 306.01,60min,8.055013411
Census Tract 812.02,60min,8.077416889
Census Tract 633.03,60min,8.077416889
Census Tract 2209.01,60min,8.077416889
Census Tract 2106.02,60min,8.077416889
Census Tract 2206.02,60min,8.077416889
Census Tract 2206.01,60min,8.076069855
Census Tract 404.01,60min,8.077416889
Census Tract 2522.02,60min,8.077416889
Census Tract 2521.02,60min,8.07223729
Census Tract 7706.01,60min,8.101056517
Census Tract 8061.03,60min,8.101056517
Census Tract 8026.10,60min,8.087465031
Census Tract 8026.09,60min,8.101357824
Census Tract 8046.10,60min,8.101056517
Census Tract 7702.01,60min,8.101357824
Census Tract 8043.08,60min,8.101056517
Census Tract 8206.05,60min,8.073867867
Census Tract 8363,60min,8.077416889
Census Tract 8345,60min,8.101056517
Census Tract 8359,60min,8.073584323
Census Tract 8360,60min,8.073584323
Census Tract 8362,60min,8.073584323
Census Tract 8344,60min,8.07223729
Census Tract 8343,60min,8.062986137
Census Tract 701.01,60min,8.062986137
Census Tract 1105.01,60min,8.053372463
Census Tract 301.04,60min,8.053372463
Census Tract 814.01,60min,8.062986137
Census Tract 4301.02,60min,8.056206707
Census Tract 7709.02,60min,8.071434687
Census Tract 8241.21,60min,8.073584323
Census Tract 4301.01,60min,8.047522776
Census Tract 8041.09,60min,8.052956597
Census Tract 8045.07,60min,7.909329164
Census Tract 8046.11,60min,7.881949654
Census Tract 8240.04,60min,8.069232699
Census Tract 8240.06,60min,8.062986137
Census Tract 2521.01,60min,8.042822769
Census Tract 105.01,60min,8.030105247
Census Tract 207.01,60min,8.053372463
Census Tract 102.01,60min,7.865371888
Census Tract 7608.01,60min,7.865371888
Census Tract 8390,60min,7.909329164
Census Tract 4402.01,60min,8.050700901
Census Tract 5401.01,60min,8.052757714
Census Tract 8020.04,60min,8.076585394
Census Tract 8020.03,60min,8.050700901
Census Tract 8030.13,60min,7.873280715
Census Tract 8026.08,60min,7.889635549
Census Tract 8030.15,60min,7.858457126
Census Tract 8030.14,60min,7.883638496
Census Tract 8340,60min,7.873280715
Census Tract 8339,60min,7.823625203
Census Tract 8192,60min,7.773568993
Census Tract 8156,60min,7.785646779
Census Tract 8180,60min,7.856790567
Census Tract 8120,60min,7.856790567
Census Tract 8294.02,60min,7.85798696
Census Tract 8113.02,60min,7.81161037
Census Tract 8028.02,60min,7.856558511
Census Tract 8198.01,60min,7.862470648
Census Tract 8198.02,60min,7.851952308
Census Tract 8199,60min,7.830037109
Census Tract 8200,60min,7.828437996
Census Tract 8274,60min,7.760871257
Census Tract 8276,60min,8.071434687
Census Tract 2827,60min,8.053372463
Census Tract 2828,60min,8.053372463
Census Tract 4003,60min,8.053372463
Census Tract 4005,60min,8.033170973
Census Tract 4008,60min,8.033170973
Census Tract 4101,60min,8.053372463
Census Tract 4105,60min,8.053372463
Census Tract 4106,60min,8.053372463
Census Tract 4601,60min,8.053372463
Census Tract 8051.05,60min,8.033170973
Census Tract 8277,60min,7.874004205
Census Tract 8278.02,60min,7.868656804
Census Tract 8278.04,60min,7.874004205
Census Tract 4503,60min,8.029159828
Census Tract 4602,60min,8.017095104
Census Tract 8051.06,60min,8.017095104
Census Tract 8051.07,60min,7.857632389
Census Tract 8051.08,60min,8.072781721
Census Tract 6404,60min,8.053372463
Census Tract 6405,60min,8.073584323
Census Tract 6406,60min,8.053372463
Census Tract 6407,60min,8.053372463
Census Tract 6408,60min,8.056206707
Census Tract 6501,60min,8.053372463
Census Tract 6502,60min,8.033170973
Census Tract 2804,60min,8.070851748
Census Tract 8114.01,60min,8.071434687
Census Tract 8113.01,60min,8.071434687
Census Tract 7506,60min,8.071434687
Census Tract 8126,60min,8.071434687
Census Tract 8030.08,60min,8.071434687
Census Tract 8051.10,60min,8.053372463
Census Tract 8051.11,60min,8.053372463
Census Tract 8051.12,60min,8.053175859
Census Tract 8052.01,60min,8.053372463
Census Tract 8203,60min,7.759201407
Census Tract 8204,60min,7.797374284
Census Tract 8209.02,60min,7.803584928
Census Tract 8210.01,60min,7.79614634
Census Tract 8278.05,60min,7.734973661
Census Tract 8280,60min,7.786223816
Census Tract 8281,60min,7.792210694
Census Tract 8282.02,60min,7.743588688
Census Tract 2831,60min,8.053372463
Census Tract 2838,60min,8.029159828
Census Tract 4107,60min,7.869398002
Census Tract 4108,60min,7.851952308
Census Tract 8290,60min,7.857632389
Census Tract 4109,60min,8.016843597
Census Tract 4110,60min,7.874004205
Census Tract 4111,60min,8.033170973
Census Tract 4112,60min,8.033170973
Census Tract 4606,60min,7.859337236
Census Tract 4607,60min,7.852422474
Census Tract 4604,60min,7.846468802
Census Tract 4605,60min,7.803293682
Census Tract 4610,60min,7.857632389
Census Tract 8292,60min,8.017095104
Census Tract 8293.01,60min,7.732339639
Census Tract 8293.02,60min,7.813834447
Census Tract 8294.01,60min,7.789697517
Census Tract 8052.02,60min,7.711955369
Census Tract 8053.01,60min,7.672722421
Census Tract 8053.02,60min,7.708820612
Census Tract 8054.01,60min,7.730331101
Census Tract 7704,60min,7.865704151
Census Tract 8001,60min,7.803293682
Census Tract 8003,60min,7.851952308
Census Tract 8129,60min,7.794728863
Census Tract 8130,60min,7.851952308
Census Tract 8131,60min,7.869398002
Census Tract 8005,60min,7.851952308
Census Tract 8211.01,60min,7.846468802
Census Tract 8211.02,60min,7.652201769
Census Tract 8213,60min,7.589856623
Census Tract 8210.02,60min,7.409859125
Census Tract 8284.01,60min,7.672344877
Census Tract 8284.02,60min,7.770957448
Census Tract 8285.04,60min,7.767125633
Census Tract 4201,60min,7.70607284
Census Tract 4202,60min,7.726367905
Census Tract 4204,60min,7.767551213
Census Tract 4207,60min,7.770957448
Census Tract 8054.02,60min,7.992457238
Census Tract 8055.01,60min,7.983194891
Census Tract 8296,60min,7.984916085
Census Tract 4208,60min,7.947274944
Census Tract 4701,60min,7.951549349
Census Tract 4801,60min,7.822247878
Census Tract 4802,60min,7.711305617
Census Tract 4803,60min,7.974133296
Census Tract 4804,60min,7.841139079
Census Tract 8055.02,60min,7.978956614
Census Tract 8056,60min,8.102356105
Census Tract 8300.01,60min,7.974048993
Census Tract 8300.06,60min,7.986150865
Census Tract 6504,60min,7.984916085
Census Tract 6505,60min,7.325402387
Census Tract 6604,60min,7.368075368
Census Tract 8006,60min,7.465162978
Census Tract 8010,60min,7.335883024
Census Tract 8011,60min,7.473301212
Census Tract 8012,60min,7.411315398
Census Tract 8114.02,60min,7.531787015
Census Tract 8134,60min,7.589321441
Census Tract 8132,60min,7.794668747
Census Tract 8214.01,60min,7.582201507
Census Tract 8057.02,60min,7.473911698
Census Tract 8058.02,60min,7.388433782
Census Tract 8214.02,60min,7.37838564
Census Tract 8216,60min,7.694600212
Census Tract 8217,60min,7.57612369
Census Tract 2909,60min,7.266281505
Census Tract 2912,60min,7.605973929
Census Tract 4212,60min,7.530144916
Census Tract 8060.01,60min,7.67242994
Census Tract 8060.03,60min,7.678576751
Census Tract 8013,60min,7.65719076
Census Tract 8014,60min,7.530631154
Census Tract 8016.03,60min,7.513174711
Census Tract 8017.01,60min,7.513884525
Census Tract 8060.04,60min,7.512161468
Census Tract 8063,60min,7.506411848
Census Tract 8064,60min,7.65719076
Census Tract 8065.01,60min,7.579184625
Census Tract 2715,60min,7.681849094
Census Tract 2922,60min,7.62486249
Census Tract 2924,60min,7.639417322
Census Tract 2925,60min,7.612227899
Census Tract 8067,60min,7.426612735
Census Tract 8068.01,60min,6.857861743
Census Tract 8068.02,60min,6.848409059
Census Tract 8069,60min,6.85522125
Census Tract 8070,60min,7.217587801
Census Tract 8019.01,60min,7.577061782
Census Tract 8019.02,60min,7.433456675
Census Tract 8021,60min,7.495454545
Census Tract 8022,60min,7.43928238
Census Tract 2718,60min,7.355569025
Census Tract 2801,60min,7.586333503
Census Tract 3012,60min,7.583823118
Census Tract 3006,60min,7.530144916
Census Tract 3007,60min,7.678576751
Census Tract 3011,60min,7.432852463
Census Tract 4805,60min,7.589959373
Census Tract 4903,60min,7.369307869
Census Tract 4905,60min,7.29669591
Census Tract 8027.02,60min,6.8576384
Census Tract 5202,60min,7.368448975
Census Tract 5203,60min,7.092166226
Census Tract 5204,60min,7.342770539
Census Tract 5205,60min,7.092166226
Census Tract 5206,60min,7.442609538
Census Tract 6605,60min,7.421440658
Census Tract 6606,60min,7.35294579
Census Tract 6607,60min,7.378325471
Census Tract 6608,60min,7.379144049
Census Tract 6609,60min,7.505143884
Census Tract 6610,60min,7.440514943
Census Tract 8023,60min,7.528912353
Census Tract 8024.02,60min,7.535987421
Census Tract 8025.03,60min,6.779427946
Census Tract 8025.04,60min,7.057390401
Census Tract 2809,60min,7.338124863
Census Tract 3016,60min,7.34927066
Census Tract 4906,60min,7.471610358
Census Tract 4907,60min,6.337804711
Census Tract 4908,60min,6.849881109
Census Tract 4910,60min,7.057589417
Census Tract 4911,60min,7.342973191
Census Tract 5302,60min,7.23302095
Census Tract 5303,60min,7.342973191
Census Tract 5304,60min,7.538734658
Census Tract 5306,60min,7.363366014
Census Tract 5601,60min,7.601758479
Census Tract 6702,60min,7.662368231
Census Tract 6703,60min,7.342598319
Census Tract 6704,60min,6.280011855
Census Tract 6611,60min,6.886077082
Census Tract 6701,60min,7.663658247
Census Tract 6706,60min,7.671293761
Census Tract 6707,60min,7.602175237
Census Tract 6708,60min,6.723369186
Census Tract 6709,60min,5.982031012
Census Tract 8027.01,60min,6.329569591
Census Tract 2609,60min,6.02899067
Census Tract 2610,60min,6.531956379
Census Tract 2819,60min,6.529886062
Census Tract 3102,60min,6.237981919
Census Tract 3103,60min,6.763281544
Census Tract 3104,60min,6.114862387
