variable,id,group,value
Census Tract 8199,17031660900,min15,4.66575578
Census Tract 8200,17031661000,min15,4.830967284
Census Tract 8274,17031661100,min15,5.323875713
Census Tract 8276,17031670100,min15,7.574045842
Census Tract 2827,17031670200,min15,7.126593998
Census Tract 2828,17031670300,min15,6.280643701
Census Tract 4003,17031670400,min15,6.028802414
Census Tract 4005,17031670500,min15,5.684306726
Census Tract 4008,17031670600,min15,5.819162877
Census Tract 4101,17031670700,min15,5.866188398
Census Tract 4105,17031670800,min15,6.221401475
Census Tract 4106,17031670900,min15,6.643396827
Census Tract 4601,17031671100,min15,6.764493003
Census Tract 8051.05,17031671200,min15,6.415834935
Census Tract 8277,17031671300,min15,6.02374162
Census Tract 8278.02,17031671400,min15,5.958899108
Census Tract 8278.04,17031671500,min15,6.386441452
Census Tract 4503,17031671600,min15,6.58417388
Census Tract 4602,17031671800,min15,6.480824781
Census Tract 8051.06,17031671900,min15,6.509766648
Census Tract 8051.07,17031672000,min15,2.608372828
Census Tract 8051.08,17031680500,min15,10.82802056
Census Tract 6404,17031680600,min15,6.750291657
Census Tract 6405,17031680900,min15,10.97693246
Census Tract 6406,17031681000,min15,6.733993427
Census Tract 6407,17031681100,min15,7.494348104
Census Tract 6408,17031681200,min15,7.85309057
Census Tract 6501,17031681300,min15,6.739243484
Census Tract 6502,17031681400,min15,6.814138608
Census Tract 2804,17031690300,min15,11.19729222
Census Tract 8114.01,17031690400,min15,11.18802611
Census Tract 8113.01,17031690500,min15,10.87732855
Census Tract 7506,17031690900,min15,7.916693137
Census Tract 8126,17031691000,min15,8.984370301
Census Tract 8030.08,17031691100,min15,8.028827219
Census Tract 8051.10,17031691200,min15,7.952435978
Census Tract 8051.11,17031691300,min15,7.628380923
Census Tract 8051.12,17031691400,min15,6.655600363
Census Tract 8052.01,17031691500,min15,6.258648443
Census Tract 8203,17031700100,min15,5.46301474
Census Tract 8204,17031700200,min15,5.469697755
Census Tract 8209.02,17031700301,min15,5.723439537
Census Tract 8210.01,17031700302,min15,6.001211635
Census Tract 8278.05,17031700401,min15,5.330454862
Census Tract 8280,17031700402,min15,5.698844655
Census Tract 8281,17031700501,min15,5.367332305
Census Tract 8282.02,17031700502,min15,5.338574863
Census Tract 2831,17031710100,min15,7.561530116
Census Tract 2838,17031710200,min15,6.746195967
Census Tract 4107,17031710300,min15,9.00574348
Census Tract 4108,17031710400,min15,5.151326206
Census Tract 8290,17031710500,min15,5.316103458
Census Tract 4109,17031710600,min15,9.095215337
Census Tract 4110,17031710700,min15,8.87926798
Census Tract 4111,17031710800,min15,7.716730473
Census Tract 4112,17031710900,min15,7.923591054
Census Tract 4606,17031711000,min15,5.705656115
Census Tract 4607,17031711100,min15,5.124888848
Census Tract 4604,17031711200,min15,5.026290931
Census Tract 4605,17031711300,min15,4.981111322
Census Tract 4610,17031711400,min15,5.781778762
Census Tract 8292,17031711500,min15,9.634388771
Census Tract 8293.01,17031720100,min15,5.656965634
Census Tract 8293.02,17031720200,min15,6.225491143
Census Tract 8294.01,17031720300,min15,6.402468699
Census Tract 8052.02,17031720400,min15,5.658777301
Census Tract 8053.01,17031720500,min15,5.402713747
Census Tract 8053.02,17031720600,min15,5.499741675
Census Tract 8054.01,17031720700,min15,5.103692746
Census Tract 7704,17031730100,min15,5.643089466
Census Tract 8001,17031730201,min15,5.729148012
Census Tract 8003,17031730202,min15,5.331647354
Census Tract 8129,17031730300,min15,5.761219338
Census Tract 8130,17031730400,min15,5.844682885
Census Tract 8131,17031730500,min15,9.460064014
Census Tract 8005,17031730600,min15,5.805498597
Census Tract 8211.01,17031730700,min15,5.142148426
Census Tract 8211.02,17031740100,min15,5.314550017
Census Tract 8213,17031740200,min15,5.662516022
Census Tract 8210.02,17031740300,min15,5.517165032
Census Tract 8284.01,17031740400,min15,5.50582938
Census Tract 8284.02,17031750100,min15,2.850014495
Census Tract 8285.04,17031750200,min15,6.360412015
Census Tract 4201,17031750300,min15,5.230071108
Census Tract 4202,17031750400,min15,5.10375071
Census Tract 4204,17031750500,min15,5.943666247
Census Tract 4207,17031750600,min15,3.629574502
Census Tract 8054.02,17031760801,min15,7.63741753
Census Tract 8055.01,17031760802,min15,2.64362535
Census Tract 8296,17031760803,min15,6.988727975
Census Tract 4208,17031770201,min15,5.942155912
Census Tract 4701,17031770202,min15,8.336960185
Census Tract 4801,17031770300,min15,5.26756256
Census Tract 4802,17031770400,min15,8.920111586
Census Tract 4803,17031770500,min15,10.6255042
Census Tract 4804,17031770601,min15,6.92882237
Census Tract 8055.02,17031770602,min15,7.904059523
Census Tract 8056,17031770700,min15,9.898342227
Census Tract 8300.01,17031770800,min15,0.436200983
Census Tract 8300.06,17031770901,min15,3.012423374
Census Tract 6504,17031770902,min15,7.488064073
Census Tract 6505,17031800100,min15,4.874503847
Census Tract 6604,17031800200,min15,6.017591448
Census Tract 8006,17031800300,min15,13.18017632
Census Tract 8010,17031800400,min15,6.741527006
Census Tract 8011,17031800500,min15,10.31538849
Census Tract 8012,17031800600,min15,8.993952785
Census Tract 8114.02,17031800700,min15,9.28176886
Census Tract 8134,17031800800,min15,14.63714752
Census Tract 8132,17031800900,min15,15.96285721
Census Tract 8214.01,17031801000,min15,9.036044747
Census Tract 8057.02,17031801100,min15,9.117140463
Census Tract 8058.02,17031801200,min15,8.69819944
Census Tract 8214.02,17031801300,min15,8.494799504
Census Tract 8216,17031801400,min15,11.39488072
Census Tract 8217,17031801500,min15,11.35070921
Census Tract 2909,17031801601,min15,7.456428264
Census Tract 2912,17031801603,min15,12.91483948
Census Tract 4212,17031801605,min15,9.304727632
Census Tract 8060.01,17031801606,min15,12.0473818
Census Tract 8060.03,17031801607,min15,13.27652695
Census Tract 8013,17031801608,min15,13.12511548
Census Tract 8014,17031801701,min15,9.829187879
Census Tract 8016.03,17031801702,min15,9.892416497
Census Tract 8017.01,17031801800,min15,13.64731698
Census Tract 8060.04,17031801901,min15,13.88499201
Census Tract 8063,17031801902,min15,10.72132953
Census Tract 8064,17031802002,min15,12.51786318
Census Tract 8065.01,17031802003,min15,9.858566779
Census Tract 2715,17031802004,min15,10.81640414
Census Tract 2922,17031802100,min15,12.16180483
Census Tract 2924,17031802200,min15,14.26724702
Census Tract 2925,17031802300,min15,9.056920384
Census Tract 8067,17031802402,min15,5.166910678
Census Tract 8068.01,17031802403,min15,2.710396622
Census Tract 8068.02,17031802404,min15,2.03809043
Census Tract 8069,17031802503,min15,2.39825877
Census Tract 8070,17031802504,min15,4.108946087
Census Tract 8019.01,17031802505,min15,6.948583175
Census Tract 8019.02,17031802506,min15,6.155360132
Census Tract 8021,17031802605,min15,5.848888955
Census Tract 8022,17031802607,min15,7.525656019
Census Tract 2718,17031802608,min15,7.128246661
Census Tract 2801,17031802609,min15,7.613144923
Census Tract 3012,17031802610,min15,7.664248741
Census Tract 3006,17031802701,min15,5.795351805
Census Tract 3007,17031802702,min15,9.968518591
Census Tract 3011,17031802801,min15,7.561508657
Census Tract 4805,17031802802,min15,9.908949096
Census Tract 4903,17031802900,min15,8.132400743
Census Tract 4905,17031803005,min15,2.958237847
Census Tract 8027.02,17031803007,min15,2.706391766
Census Tract 5202,17031803008,min15,4.362226369
Census Tract 5203,17031803010,min15,3.015197468
Census Tract 5204,17031803012,min15,3.396535402
Census Tract 5205,17031803013,min15,3.029342726
Census Tract 5206,17031803014,min15,6.68697098
Census Tract 6605,17031803015,min15,4.281065581
Census Tract 6606,17031803016,min15,4.049785491
Census Tract 6607,17031803017,min15,4.246995036
Census Tract 6608,17031803100,min15,8.244988432
Census Tract 6609,17031803200,min15,8.472674578
Census Tract 6610,17031803300,min15,8.096679169
Census Tract 8023,17031803400,min15,7.037355449
Census Tract 8024.02,17031803500,min15,6.984919095
Census Tract 8025.03,17031803603,min15,2.40099486
Census Tract 8025.04,17031803604,min15,2.449728725
Census Tract 2809,17031803605,min15,3.58182333
Census Tract 3016,17031803606,min15,4.077302605
Census Tract 4906,17031803607,min15,4.330754194
Census Tract 4907,17031803608,min15,1.924036159
Census Tract 4908,17031803610,min15,1.971656649
Census Tract 4910,17031803611,min15,2.439436212
Census Tract 4911,17031803612,min15,3.302038582
Census Tract 5302,17031803701,min15,2.513736023
Census Tract 5303,17031803702,min15,3.28285222
Census Tract 5304,17031803800,min15,11.14063737
Census Tract 5306,17031803901,min15,6.197847729
Census Tract 5601,17031803902,min15,10.82204967
Census Tract 6702,17031804000,min15,10.47977979
Census Tract 6703,17031804102,min15,2.412213607
Census Tract 6704,17031804104,min15,1.738967358
Census Tract 6611,17031804105,min15,1.077668553
Census Tract 6701,17031804106,min15,10.59413848
Census Tract 6706,17031804108,min15,10.41793727
Census Tract 6707,17031804109,min15,10.76026389
Census Tract 6708,17031804201,min15,3.311734121
Census Tract 6709,17031804202,min15,3.128930937
Census Tract 8027.01,17031804305,min15,9.404728151
Census Tract 2609,17031804306,min15,1.557870181
Census Tract 2610,17031804308,min15,10.11244357
Census Tract 2819,17031804309,min15,1.534829136
Census Tract 3102,17031804310,min15,1.368063263
Census Tract 3103,17031804311,min15,3.406317984
Census Tract 3104,17031804403,min15,1.676408523
Census Tract 3105,17031804404,min15,1.927627544
Census Tract 4912,17031804405,min15,2.42502508
Census Tract 4913,17031804406,min15,2.314529368
Census Tract 4914,17031804505,min15,1.215443867
Census Tract 5001,17031804506,min15,1.080475066
Census Tract 5002,17031804507,min15,0.860180545
Census Tract 5003,17031804508,min15,1.759831625
Census Tract 5602,17031804509,min15,1.549521191
Census Tract 5603,17031804510,min15,1.578986265
Census Tract 5607,17031804511,min15,2.132284079
Census Tract 5608,17031804603,min15,11.0293533
Census Tract 5609,17031804606,min15,6.722504894
Census Tract 5610,17031804607,min15,5.893976018
Census Tract 8017.02,17031804608,min15,6.376085789
Census Tract 8357,17031804609,min15,9.377556462
Census Tract 103,17031804610,min15,6.439934284
Census Tract 104,17031804611,min15,5.704523595
Census Tract 106,17031804701,min15,12.20649028
Census Tract 201,17031804705,min15,12.04227607
Census Tract 2808,17031804706,min15,11.7386819
Census Tract 4203,17031804709,min15,10.48801884
Census Tract 8066,17031804710,min15,2.265624398
Census Tract 8065.02,17031804711,min15,11.48688999
Census Tract 8059.02,17031804712,min15,10.05626176
Census Tract 1002,17031804713,min15,11.14856534
Census Tract 8048.05,17031804714,min15,10.9961984
Census Tract 202,17031804715,min15,12.22344446
Census Tract 8042.02,17031804716,min15,10.2018709
Census Tract 8047.01,17031804803,min15,6.439006115
Census Tract 8036.05,17031804804,min15,5.207985338
Census Tract 1302,17031804805,min15,9.8425481
Census Tract 8043.06,17031804806,min15,1.807044233
Census Tract 204,17031804807,min15,2.75385443
Census Tract 802.02,17031804808,min15,2.681054948
Census Tract 2402,17031804809,min15,4.63517885
Census Tract 8241.05,17031804810,min15,5.986168332
Census Tract 6118,17031804901,min15,7.525919132
Census Tract 8299.01,17031804902,min15,7.299535374
Census Tract 602,17031805001,min15,6.495758093
Census Tract 2212,17031805002,min15,7.03071083
Census Tract 8265,17031805105,min15,11.72065459
Census Tract 8253.02,17031805106,min15,10.45977769
Census Tract 8241.07,17031805107,min15,11.06512827
Census Tract 8302.02,17031805108,min15,10.04681129
Census Tract 612,17031805109,min15,9.87859144
Census Tract 8082,17031805110,min15,7.023109291
Census Tract 302,17031805111,min15,7.198489574
Census Tract 303,17031805112,min15,6.690355448
Census Tract 304,17031805201,min15,10.56159005
Census Tract 309,17031805202,min15,14.40201913
Census Tract 310,17031805301,min15,10.77130305
Census Tract 8236.03,17031805302,min15,15.1906772
Census Tract 8224,17031805401,min15,8.582392006
Census Tract 8157.02,17031805402,min15,8.273979807
Census Tract 6006,17031805501,min15,7.384751504
Census Tract 8179,17031805502,min15,7.158577284
Census Tract 8119,17031805600,min15,6.869458648
Census Tract 4206,17031805701,min15,7.810812331
Census Tract 1101,17031805702,min15,7.512257618
Census Tract 314,17031805801,min15,7.203148084
Census Tract 409,17031805802,min15,7.347351727
Census Tract 502,17031805901,min15,13.26175063
Census Tract 503,17031805902,min15,7.281381917
Census Tract 8116,17031806001,min15,11.12600792
Census Tract 8186,17031806002,min15,9.990651842
Census Tract 8048.07,17031806003,min15,9.154270765
Census Tract 8018,17031806004,min15,11.33778067
Census Tract 8004,17031806102,min15,3.808315789
Census Tract 717,17031806103,min15,13.05896
Census Tract 318,17031806104,min15,10.24210652
Census Tract 8190,17031806201,min15,10.3288149
Census Tract 8245.06,17031806202,min15,7.714160116
Census Tract 8239.03,17031806300,min15,7.860908997
Census Tract 8157.01,17031806400,min15,6.967128473
Census Tract 8029,17031806501,min15,8.200428467
Census Tract 317,17031806502,min15,7.422759573
Census Tract 6104,17031806600,min15,7.548991469
Census Tract 6714,17031806700,min15,9.401831619
Census Tract 506,17031806801,min15,10.65226527
Census Tract 505,17031806802,min15,10.14122394
Census Tract 8239.04,17031806900,min15,11.18594756
Census Tract 8201.03,17031807000,min15,14.09242723
Census Tract 8058.01,17031807100,min15,9.047416836
Census Tract 716,17031807200,min15,9.589946074
Census Tract 8285.05,17031807300,min15,8.324470034
Census Tract 8300.04,17031807400,min15,7.459275565
Census Tract 8285.03,17031807500,min15,9.930058673
Census Tract 8020.02,17031807600,min15,9.69049657
Census Tract 8262.02,17031807700,min15,8.025709609
Census Tract 4904,17031807800,min15,7.887728143
Census Tract 8184.01,17031807900,min15,8.581284825
Census Tract 8016.05,17031808001,min15,8.105442702
Census Tract 8007,17031808002,min15,8.006808051
Census Tract 623,17031808100,min15,8.734608988
Census Tract 8231.02,17031808200,min15,10.19991286
Census Tract 6304,17031808301,min15,9.991107941
Census Tract 101,17031808302,min15,10.08437272
Census Tract 8228.02,17031808400,min15,13.51479289
Census Tract 8279.02,17031808500,min15,10.60861089
Census Tract 8299.02,17031808600,min15,11.9176846
Census Tract 8084,17031808702,min15,8.659343945
Census Tract 6806,17031808800,min15,8.647515102
Census Tract 8030.10,17031808900,min15,9.029538737
Census Tract 8045.05,17031809000,min15,9.356380222
Census Tract 8046.06,17031809100,min15,8.74566466
Census Tract 8047.12,17031809200,min15,8.982482037
Census Tract 8078,17031809300,min15,8.779553976
Census Tract 8111,17031809400,min15,6.388935943
Census Tract 305,17031809500,min15,9.557326027
Census Tract 8288.01,17031809600,min15,9.179998693
Census Tract 8205.01,17031809700,min15,9.263009402
Census Tract 8147,17031809800,min15,7.050182237
Census Tract 8191,17031809900,min15,7.125849329
Census Tract 7705,17031810000,min15,7.158207918
Census Tract 205,17031810100,min15,7.392063828
Census Tract 813,17031810200,min15,7.4341594
Census Tract 810,17031810301,min15,7.091169125
Census Tract 1301,17031810302,min15,6.920397276
